Name,pos,GP,height,weight,minutes,points,oRebounds,dRebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade
Antonio Davis,F-C,903,81,215,28.8848283499446,10.0121816168328,2.57253599114064,4.90808416389812,1.12624584717608,0.476190476190476,0.984496124031008,1.4905869324474,2.8250276854928,7.88482834994463,3.52934662236988,4.06201550387597,2.95127353266888,0.0254706533776301,0.00221483942414175
Baron Davis,G,835,75,209,34.237125748503,16.1041916167665,0.912574850299401,2.89940119760479,7.21676646706587,1.8311377245509,0.431137724550898,2.76407185628743,2.82754491017964,14.3125748502994,5.85389221556886,3.94251497005988,2.80119760479042,4.98083832335329,1.59520958083832
Brad Davis,G,113,75,180,16.4159292035398,4.6283185840708,0.150442477876106,1.1858407079646,2.61946902654867,0.495575221238938,0.176991150442478,0.920353982300885,2.38053097345133,4.06194690265487,1.74336283185841,1.17699115044248,0.902654867256637,0.911504424778761,0.238938053097345
Dale Davis,F,1094,81,230,27.063071297989,7.95795246800731,3.01919561243144,4.84643510054845,0.893967093235832,0.631627056672761,1.16087751371115,0.996343692870201,2.63071297989031,6.19652650822669,3.28336380255942,2.47531992687386,1.39122486288848,0.00731261425959781,0
Ed Davis,F,131,82,215,23.9389312977099,6.99236641221374,2.30534351145038,4.56488549618321,0.763358778625954,0.603053435114504,0.99236641221374,0.877862595419847,2.58778625954198,5.40458015267176,2.95419847328244,1.78625954198473,1.08396946564886,0.00763358778625954,0
Emanual Davis,G,226,76,194,17.4115044247788,4.86725663716814,0.349557522123894,1.59734513274336,1.75221238938053,0.738938053097345,0.128318584070796,1.18141592920354,1.52212389380531,4.51327433628319,1.7787610619469,0.787610619469027,0.619469026548673,1.96017699115044,0.690265486725664
Glen Davis,F,338,81,289,21.4112426035503,7.88165680473373,1.55325443786982,2.79585798816568,0.801775147928994,0.668639053254438,0.301775147928994,1.03254437869822,2.5414201183432,6.7603550295858,2.99408284023669,2.65680473372781,1.87573964497041,0.112426035502959,0.0177514792899408
Hubert Davis,G,685,77,183,22.1065693430657,8.15036496350365,0.305109489051095,1.22043795620438,1.71094890510949,0.433576642335766,0.0642335766423358,0.943065693430657,1.47591240875912,6.71532846715328,3.07737226277372,1.11386861313869,0.932846715328467,2.41021897810219,1.06277372262774
Mark Davis,G-F,230,79,205,16.004347826087,5.48260869565217,1.26521739130435,1.76521739130435,1.27826086956522,0.869565217391304,0.326086956521739,1.40869565217391,2.09130434782609,4.65652173913043,2.05652173913043,1.90434782608696,1.24782608695652,0.495652173913044,0.121739130434783
Ricky Davis,G,736,78,195,29.7934782608696,13.4673913043478,0.769021739130435,2.69565217391304,3.29619565217391,0.994565217391304,0.254076086956522,2.1820652173913,1.9429347826087,11.4279891304348,5.09103260869565,3.19157608695652,2.49320652173913,2.19429347826087,0.792119565217391
Terry Davis,F-C,417,81,225,22.7458033573141,6.62589928057554,2.42925659472422,3.94484412470024,0.594724220623501,0.378896882494005,0.290167865707434,1.07913669064748,2.41007194244604,5.47482014388489,2.58992805755396,2.38369304556355,1.43884892086331,0.0431654676258993,0.00719424460431655
Walter Davis,G-F,117,78,193,19.008547008547,11.8034188034188,0.777777777777778,1.36752136752137,1.64957264957265,0.931623931623932,0.0341880341880342,1.13675213675214,1.87179487179487,10.8119658119658,5.02564102564103,1.8034188034188,1.61538461538462,0.444444444444444,0.136752136752137
Johnny Dawkins,G,282,74,165,25,8.88652482269504,0.464539007092199,1.71631205673759,4.97163120567376,1.0177304964539,0.0531914893617021,1.80496453900709,1.42198581560284,7.8936170212766,3.47517730496454,1.75177304964539,1.49290780141844,1.30141843971631,0.443262411347518
Austin Daye,F,182,82,200,16.2857142857143,5.93406593406593,0.615384615384615,2.34615384615385,0.796703296703297,0.472527472527473,0.472527472527473,0.807692307692308,1.87362637362637,5.45604395604396,2.21428571428571,1.13736263736264,0.895604395604396,1.80769230769231,0.60989010989011
Todd Day,G-F,483,78,184,25.287784679089,12.2505175983437,1.19668737060041,2.21739130434783,1.47619047619048,1.10144927536232,0.602484472049689,1.48447204968944,2.79089026915114,10.3871635610766,4.21532091097308,3.57556935817805,2.64389233954451,3.40786749482402,1.175983436853
Andrew DeClercq,F-C,587,82,230,16.7751277683135,4.79557069846678,1.74616695059625,2.4923339011925,0.577512776831346,0.664395229982964,0.512776831345826,0.936967632027257,3.04770017035775,3.75979557069847,1.9045996592845,1.58773424190801,0.986371379897785,0.00340715502555366,0
Terry Dehere,G,402,76,190,18.1716417910448,8.04726368159204,0.358208955223881,1.1044776119403,2.57213930348259,0.529850746268657,0.0895522388059701,1.53482587064677,2.06467661691542,6.54726368159204,2.69154228855721,2.37313432835821,1.84825870646766,2.15671641791045,0.81592039800995
Bison Dele,F-C,413,81,235,24.2227602905569,10.9830508474576,2.06537530266344,4.14285714285714,1.06537530266344,0.774818401937046,0.85956416464891,1.99031476997579,3.14043583535109,8.47215496368039,4.47215496368039,2.94188861985472,2.03389830508475,0.0338983050847458,0.00484261501210654
Carlos Delfino,G-F,440,78,230,22.4818181818182,7.74318181818182,0.611363636363636,3.01363636363636,1.70909090909091,0.893181818181818,0.179545454545455,0.993181818181818,1.62045454545455,6.92954545454545,2.775,1.35,1.01136363636364,3.26136363636364,1.18181818181818
Tony Delk,G,545,73,189,21.4715596330275,9.0954128440367,0.640366972477064,1.83853211009174,1.87889908256881,0.820183486238532,0.141284403669725,1.05137614678899,1.58165137614679,8.42752293577982,3.43853211009174,1.75779816513761,1.35229357798165,2.52477064220184,0.86605504587156
Vinny Del Negro,G,615,76,185,25.6861788617886,9.31707317073171,0.320325203252033,2.02276422764228,3.29756097560976,0.726829268292683,0.0666666666666667,1.02764227642276,1.82764227642276,7.94308943089431,3.78373983739837,1.65528455284553,1.38048780487805,1.01626016260163,0.369105691056911
Luol Deng,G-F,539,80,220,35.469387755102,15.9721706864564,1.6808905380334,4.70686456400742,2.3469387755102,0.990723562152134,0.601113172541744,1.76994434137291,1.79406307977737,13.4063079777365,6.23376623376623,3.86641929499072,2.95732838589981,1.62337662337662,0.547309833024119
DeMar DeRozan,G-F,222,79,220,30.2747747747748,14.0810810810811,0.815315315315315,2.55855855855856,1.48198198198198,0.792792792792793,0.297297297297297,1.48198198198198,2.5,11.5720720720721,5.29279279279279,4.17567567567568,3.34684684684685,0.720720720720721,0.148648648648649
Yakhouba Diawara,F-G,187,79,225,13.951871657754,3.50267379679144,0.411764705882353,0.967914438502674,0.6524064171123,0.27807486631016,0.0855614973262032,0.385026737967914,1.47593582887701,3.49197860962567,1.24598930481283,0.550802139037433,0.358288770053476,2.16577540106952,0.6524064171123
Boris Diaw-Riffiod,G-F,680,80,203,30.0455882352941,9.49117647058823,1.37647058823529,3.49852941176471,3.975,0.694117647058824,0.585294117647059,2.03235294117647,2.43088235294118,8.02352941176471,3.94705882352941,1.63088235294118,1.15441176470588,1.32941176470588,0.442647058823529
Dan Dickau,G,299,72,190,15.438127090301,5.83612040133779,0.250836120401338,1.10367892976589,2.51505016722408,0.548494983277592,0.040133779264214,1.08026755852843,1.7190635451505,5.07357859531773,2.03344481605351,1.40802675585284,1.17056856187291,1.75585284280936,0.59866220735786
Michael Dickerson,G-F,212,77,190,35.3301886792453,15.3632075471698,0.839622641509434,2.03301886792453,2.60849056603774,1.00471698113208,0.400943396226415,1.91981132075472,2.59905660377358,13.3207547169811,5.75,3.19339622641509,2.50471698113208,3.38207547169811,1.35849056603774
Travis Diener,G,179,73,175,14.8324022346369,4.77094972067039,0.217877094972067,1.14525139664804,2.41340782122905,0.424581005586592,0.0502793296089386,0.553072625698324,1.11731843575419,4.29050279329609,1.66480446927374,0.620111731843575,0.525139664804469,2.59776536312849,0.916201117318436
Ike Diogu,F,225,80,250,12.4355555555556,5.99111111111111,1.22222222222222,1.84444444444444,0.306666666666667,0.16,0.288888888888889,0.888888888888889,1.88888888888889,4.25777777777778,2.16888888888889,2.09777777777778,1.64888888888889,0.00888888888888889,0.00444444444444444
Desagana Diop,C,579,84,280,14.1312607944732,2.01899827288428,1.42141623488774,2.32297063903282,0.443868739205527,0.383419689119171,1.06044905008636,0.599309153713299,2.07253886010363,1.98618307426598,0.854922279792746,0.654576856649395,0.307426597582038,0.00863557858376511,0.00172711571675302
Vlade Divac,C,1052,83,243,30.634030418251,12.069391634981,2.57984790874525,5.79847908745247,3.29467680608365,1.14923954372624,1.44201520912548,2.24334600760456,3.20247148288973,9.46863117870722,4.68726235741445,3.76425855513308,2.59980988593156,0.400190114068441,0.0950570342205323
Juan Dixon,G,436,75,164,19.5183486238532,8.43577981651376,0.355504587155963,1.51605504587156,1.77752293577982,0.782110091743119,0.0779816513761468,1.26605504587156,1.68119266055046,7.78211009174312,3.21100917431193,1.50688073394495,1.2545871559633,2.22935779816514,0.759174311926605
Michael Doleac,C,587,83,262,14.9744463373083,4.90971039182283,0.991482112436116,2.34071550255537,0.584327086882453,0.340715502555366,0.356047700170358,0.640545144804089,2.24020442930153,4.83475298126065,2.12265758091993,0.838160136286201,0.662691652470187,0.0136286201022147,0.00170357751277683
James Donaldson,C,189,86,275,24.2433862433862,6.53439153439153,1.71957671957672,4.37566137566138,0.619047619047619,0.259259259259259,0.936507936507937,1.16402116402116,1.92063492063492,5.01587301587302,2.5978835978836,1.87830687830688,1.33862433862434,0,0
Keyon Dooling,G,721,75,184,19.4868238557559,6.98474341192788,0.183079056865465,1.15256588072122,2.20943134535368,0.640776699029126,0.104022191400832,1.10679611650485,1.68238557558946,6.0124826629681,2.49653259361997,1.72815533980583,1.38002773925104,1.75450762829404,0.611650485436893
Quincy Douby,G,143,75,175,10.7412587412587,4.12587412587413,0.237762237762238,0.825174825174825,0.65034965034965,0.356643356643357,0.146853146853147,0.608391608391608,0.895104895104895,4,1.55944055944056,0.601398601398601,0.531468531468531,1.52447552447552,0.475524475524476
Chris Douglas-Roberts,G,155,79,200,20.6193548387097,7.71612903225806,0.425806451612903,1.74193548387097,1.25806451612903,0.619354838709677,0.251612903225806,1.05161290322581,1.34193548387097,6.59354838709677,2.92258064516129,1.98709677419355,1.66451612903226,0.72258064516129,0.206451612903226
Sherman Douglas,G,684,72,180,27.3070175438597,10.6286549707602,0.713450292397661,1.42982456140351,5.7266081871345,0.935672514619883,0.0964912280701754,2.21491228070175,2.08771929824561,8.69590643274854,4.19883040935673,2.97514619883041,2.01315789473684,0.796783625730994,0.217836257309942
Toney Douglas,G,175,74,190,21.2228571428571,8.99428571428571,0.691428571428571,1.73142857142857,2.47428571428571,0.914285714285714,0.0457142857142857,1.14285714285714,1.98857142857143,8.20571428571429,3.35428571428571,1.14857142857143,0.925714285714286,3.85714285714286,1.36
Goran Dragic,G,271,76,180,19.0332103321033,8.04059040590406,0.590405904059041,1.56457564575646,3.34686346863469,0.782287822878229,0.114391143911439,1.74538745387454,1.87822878228782,6.47970479704797,2.87453874538745,2.01845018450185,1.48708487084871,2.21033210332103,0.804428044280443
Greg Dreiling,C,328,85,250,10.1707317073171,2.26829268292683,0.646341463414634,1.72865853658537,0.451219512195122,0.210365853658537,0.323170731707317,0.530487804878049,2.11280487804878,1.88719512195122,0.878048780487805,0.810975609756098,0.503048780487805,0.0274390243902439,0.00914634146341463
Bryce Drew,G,243,74,185,16.3374485596708,4.44855967078189,0.230452674897119,0.983539094650206,2.15637860082305,0.506172839506173,0.0411522633744856,0.860082304526749,1.19753086419753,4.51028806584362,1.72427983539095,0.460905349794239,0.382716049382716,1.66255144032922,0.617283950617284
Clyde Drexler,G-F,535,79,210,35.6579439252336,20.5757009345794,2.11214953271028,4.19065420560748,5.63738317757009,1.79626168224299,0.650467289719626,2.65233644859813,2.8392523364486,16.2523364485981,7.31401869158879,5.76261682242991,4.58878504672897,4.09906542056075,1.3588785046729
Predrag Drobnjak,C,278,83,270,19.9388489208633,7.86690647482014,1.12589928057554,2.37410071942446,0.809352517985611,0.474820143884892,0.420863309352518,0.870503597122302,1.84172661870504,7.64388489208633,3.24820143884892,1.41726618705036,1.13309352517986,0.697841726618705,0.237410071942446
Kevin Duckworth,C,380,83,275,24.3157894736842,9.85,1.68157894736842,3.58684210526316,0.926315789473684,0.486842105263158,0.473684210526316,1.60789473684211,3.03157894736842,8.90263157894737,4.03684210526316,2.46052631578947,1.76315789473684,0.0552631578947368,0.0131578947368421
Chris Dudley,C,706,83,235,19.699716713881,3.92067988668555,2.71104815864023,3.9929178470255,0.413597733711048,0.38385269121813,1.29320113314448,0.822946175637394,2.8257790368272,3.85269121813031,1.56798866855524,1.62606232294618,0.784702549575071,0.0056657223796034,0
Jared Dudley,G-F,370,79,225,23.5054054054054,8.54054054054054,1.37297297297297,2.38918918918919,1.27567567567568,0.889189189189189,0.2,0.837837837837838,1.73513513513514,6.47297297297297,3.07297297297297,2.00810810810811,1.46756756756757,2.26756756756757,0.927027027027027
Chris Duhon,G,560,73,185,26.2767857142857,6.80892857142857,0.339285714285714,1.97678571428571,4.56428571428571,0.803571428571429,0.0625,1.57857142857143,1.62321428571429,5.92321428571429,2.33214285714286,1.32321428571429,1.04464285714286,3.03035714285714,1.1
Joe Dumars,G,631,75,190,36.4896988906498,17.4627575277338,0.603803486529319,1.50871632329636,4.31854199683043,0.855784469096672,0.0713153724247227,1.99683042789223,1.65610142630745,13.8811410459588,6.21394611727417,4.16957210776545,3.55150554675119,3.88431061806656,1.48335974643423
Richard Dumas,F,102,79,200,21.8235294117647,10.5882352941176,1.56862745098039,1.87254901960784,1.08823529411765,1.34313725490196,0.46078431372549,1.47058823529412,2.23529411764706,8.35294117647059,4.25490196078431,2.95098039215686,2.04901960784314,0.127450980392157,0.0294117647058824
Tony Dumas,G,156,78,190,14.2435897435897,7.30769230769231,0.602564102564103,0.666666666666667,1.19230769230769,0.416666666666667,0.121794871794872,0.948717948717949,1.64102564102564,6.49358974358974,2.62179487179487,2.32051282051282,1.41025641025641,2,0.653846153846154
Tim Duncan,C-F,1111,82,248,35.4374437443744,20.3042304230423,2.96309630963096,8.31683168316832,3.08550855085509,0.73987398739874,2.22142214221422,2.56795679567957,2.48694869486949,15.4743474347435,7.84608460846085,6.66966696669667,4.58865886588659,0.132313231323132,0.0234023402340234
Mike Dunleavy,G-F,682,81,221,28.4926686217009,12.0850439882698,0.831378299120235,3.75659824046921,2.4208211143695,0.803519061583578,0.299120234604106,1.54985337243402,2.09970674486804,9.73607038123167,4.32111436950147,2.74486803519062,2.19061583577713,3.43255131964809,1.25219941348974
Ronald Dupree,F,157,79,209,11.1910828025478,3.53503184713376,0.738853503184713,1.4203821656051,0.636942675159236,0.363057324840764,0.184713375796178,0.573248407643312,1.60509554140127,3.2484076433121,1.38853503184713,1.29936305732484,0.726114649681529,0.0828025477707006,0.0318471337579618
Kevin Durant,F,380,81,215,38.1026315789474,26.2631578947368,0.918421052631579,5.69473684210526,2.82368421052632,1.21315789473684,0.963157894736842,3.1421052631579,1.89210526315789,19.1052631578947,8.93947368421053,7.86578947368421,6.90526315789474,4.06315789473684,1.47894736842105
Ledell Eackles,G-F,283,77,215,20.3604240282686,9.93286219081272,0.664310954063604,1.54063604240283,1.53710247349823,0.558303886925795,0.0777385159010601,1.16254416961131,1.69964664310954,8.47703180212014,3.81272084805654,2.51590106007067,1.92226148409894,1.09187279151943,0.385159010600707
Acie Earl,F-C,193,82,240,13.0155440414508,5.07772020725389,0.984455958549223,1.69430051813472,0.316062176165803,0.326424870466321,0.652849740932642,0.880829015544041,1.81865284974093,4.64248704663212,1.87046632124352,2.00518134715026,1.33678756476684,0.0466321243523316,0
Mark Eaton,C,225,87,275,25.3644444444444,3.78666666666667,1.8,4.52,0.48,0.413333333333333,2.09777777777778,0.897777777777778,3.02222222222222,2.94222222222222,1.54222222222222,1.10666666666667,0.702222222222222,0,0
Tyus Edney,G,226,70,152,20.9867256637168,7.64601769911504,0.539823008849557,1.19911504424779,4.02654867256637,0.960176991150443,0.0265486725663717,1.74778761061947,1.71238938053097,6.36283185840708,2.57964601769911,2.73008849557522,2.19911504424779,0.893805309734513,0.287610619469027
Blue Edwards,G-F,622,76,200,26.5594855305466,11.0257234726688,1.0112540192926,2.40514469453376,2.03215434083601,1.04823151125402,0.419614147909968,1.66398713826367,2.64147909967846,9.32154340836013,4.39710610932476,2.22990353697749,1.7572347266881,1.41157556270096,0.47427652733119
James Edwards,C-F,297,84,225,16.7205387205387,8.05050505050505,0.713804713804714,1.73400673400673,0.673400673400673,0.188552188552189,0.2996632996633,1.05723905723906,2.7003367003367,6.6026936026936,3.05050505050505,2.71380471380471,1.94612794612795,0.0101010101010101,0.00336700336700337
Kevin Edwards,G,447,75,190,24.0984340044743,10.2102908277405,0.791946308724832,1.68903803131991,2.25503355704698,1.25503355704698,0.306487695749441,1.59284116331096,1.62192393736018,9.38478747203579,3.99328859060403,2.27964205816555,1.87248322147651,1.02460850111857,0.351230425055928
Craig Ehlo,G-F,499,78,180,26.5731462925852,9.49498997995992,1.16032064128257,2.62725450901804,2.92585170340681,1.21442885771543,0.246492985971944,1.48296593186373,1.97394789579158,8.43887775551102,3.77955911823647,1.47695390781563,1.03807615230461,2.46693386773547,0.897795591182365
Howard Eisley,G,786,74,177,20.3702290076336,6.5089058524173,0.264631043256997,1.41984732824427,3.49618320610687,0.687022900763359,0.10559796437659,1.4910941475827,2.16412213740458,5.87404580152672,2.39312977099237,1.28880407124682,1.06615776081425,1.87531806615776,0.656488549618321
Obinna Ekezie,F-C,143,81,260,10.6013986013986,3.56643356643357,1.02097902097902,1.65734265734266,0.216783216783217,0.265734265734266,0.188811188811189,0.664335664335664,1.77622377622378,2.72727272727273,1.15384615384615,1.74825174825175,1.25874125874126,0.00699300699300699,0
Mario Elie,G-F,732,77,205,25.483606557377,8.55874316939891,0.710382513661202,2.04508196721311,2.56147540983607,0.916666666666667,0.176229508196721,1.31147540983607,1.96448087431694,6.13661202185792,2.90027322404372,2.31147540983607,1.97404371584699,2.14754098360656,0.784153005464481
Wayne Ellington,G,189,76,200,18.7195767195767,6.48677248677249,0.386243386243386,1.55026455026455,0.947089947089947,0.391534391534392,0.0952380952380952,0.80952380952381,1.12698412698413,6.06878306878307,2.4973544973545,0.862433862433862,0.714285714285714,2.06878306878307,0.777777777777778
Sean Elliott,F-G,661,80,205,33.9939485627837,14.7261724659607,1.04689863842663,3.35098335854765,2.63691376701967,0.803328290468986,0.408472012102874,1.83963691376702,2.19969742813918,11.5627836611195,5.35703479576399,3.93343419062027,3.12254160363086,2.36459909228442,0.889561270801815
Dale Ellis,G-F,704,79,205,28.7400568181818,13.8565340909091,0.910511363636364,2.18323863636364,1.26136363636364,0.713068181818182,0.122159090909091,1.20738636363636,1.90909090909091,11.2911931818182,5.28835227272727,2.09659090909091,1.64488636363636,4.06392045454545,1.63494318181818
Harold Ellis,G,145,77,200,13.2620689655172,5.79310344827586,1.22068965517241,0.786206896551724,0.613793103448276,1.09655172413793,0.124137931034483,0.76551724137931,1.73793103448276,4.08275862068966,2.15172413793103,2.26896551724138,1.48275862068966,0.144827586206897,0.00689655172413793
Laphonso Ellis,F,624,80,240,28.2307692307692,11.875,2.11538461538462,4.34615384615385,1.57211538461538,0.693910256410256,0.764423076923077,1.60416666666667,3.09935897435897,10.2708333333333,4.63942307692308,3.02564102564103,2.2099358974359,1.27724358974359,0.386217948717949
Monta Ellis,G,434,75,175,35.6751152073733,19.4861751152074,0.790322580645161,2.8963133640553,4.47235023041475,1.66359447004608,0.306451612903226,2.74423963133641,2.463133640553,16.2281105990783,7.52304147465438,4.65898617511521,3.6036866359447,2.55990783410138,0.836405529953917
Pervis Ellison,F-C,440,81,210,24.3795454545455,9.59772727272727,2.325,4.43409090909091,1.42272727272727,0.629545454545455,1.57954545454545,1.67272727272727,3.09318181818182,7.56363636363636,3.89772727272727,2.59772727272727,1.8,0.0409090909090909,0.00227272727272727
Francisco Elson,C,472,83,230,15.2754237288136,3.65677966101695,1.05296610169492,2.41737288135593,0.550847457627119,0.483050847457627,0.540254237288136,0.752118644067797,2.11864406779661,3.21610169491525,1.53601694915254,0.826271186440678,0.578389830508475,0.0338983050847458,0.00635593220338983
Melvin Ely,F-C,373,82,260,16.0268096514745,5.32439678284182,1.20107238605898,2.05361930294906,0.699731903485255,0.265415549597855,0.557640750670241,1.05093833780161,2.03753351206434,4.54691689008043,2.0911528150134,1.828418230563,1.14209115281501,0.00804289544235925,0
A.J. English,G,151,75,175,20.5827814569536,9.94701986754967,0.927152317880795,1.15894039735099,2.11920529801325,0.377483443708609,0.158940397350993,1.34437086092715,1.90066225165563,9.39072847682119,4.08609271523179,2.20529801324503,1.71523178807947,0.43046357615894,0.0596026490066225
Evan Eschmeyer,C,153,83,255,13.9738562091503,2.7516339869281,1.43790849673203,2.49019607843137,0.496732026143791,0.450980392156863,0.620915032679739,0.627450980392157,2.6078431372549,2.22875816993464,1.03267973856209,1.10457516339869,0.686274509803922,0,0
Brian Evans,F,102,80,220,10.7549019607843,3.67647058823529,0.549019607843137,1.05882352941176,0.754901960784314,0.343137254901961,0.176470588235294,0.411764705882353,1.12745098039216,3.70588235294118,1.41176470588235,0.598039215686274,0.490196078431373,1.05882352941176,0.362745098039216
Maurice Evans,G,562,77,220,19.4306049822064,6.66725978647687,0.994661921708185,1.46797153024911,0.747330960854093,0.52491103202847,0.156583629893238,0.49288256227758,1.70106761565836,5.7491103202847,2.54270462633452,1.04982206405694,0.823843416370107,2.08540925266904,0.758007117437722
Reggie Evans,F-C,628,80,245,19.0222929936306,4.03821656050955,2.40764331210191,4.35350318471338,0.576433121019108,0.689490445859873,0.151273885350318,1.08917197452229,2.36624203821656,2.9156050955414,1.35828025477707,2.52707006369427,1.32006369426752,0.0143312101910828,0.00159235668789809
Tyreke Evans,G,192,78,220,36.1770833333333,18.2239583333333,0.916666666666667,4,5.29166666666667,1.44791666666667,0.442708333333333,2.97395833333333,2.515625,15.6145833333333,6.890625,5.15104166666667,3.92708333333333,2.02083333333333,0.515625
Daniel Ewing,G,127,75,185,13.251968503937,3.39370078740158,0.251968503937008,0.992125984251969,1.37007874015748,0.543307086614173,0.078740157480315,0.84251968503937,1.16535433070866,3.2755905511811,1.2755905511811,0.716535433070866,0.559055118110236,0.960629921259842,0.283464566929134
Patrick Ewing,C-F,826,84,240,33.910411622276,20.1525423728814,2.15254237288136,7.8861985472155,1.83292978208232,0.840193704600484,2.1682808716707,2.79055690072639,3.18038740920097,16.0242130750605,7.84624697336562,6.00484261501211,4.43825665859564,0.121065375302663,0.0217917675544794
Jordan Farmar,G,413,74,180,19.5423728813559,7.70702179176755,0.309927360774818,1.58837772397094,2.78450363196126,0.765133171912833,0.099273607748184,1.32445520581114,1.38740920096852,6.82324455205811,2.91041162227603,1.06779661016949,0.777239709443099,3.02179176755448,1.1089588377724
Tony Farmer,F,101,81,225,13.5445544554455,5.26732673267327,1.32673267326733,1.91089108910891,0.782178217821782,0.752475247524752,0.198019801980198,0.900990099009901,1.88118811881188,3.61386138613861,1.42574257425743,3.00990099009901,2.31683168316832,0.524752475247525,0.099009900990099
Derrick Favors,F,143,82,246,20.3566433566434,7.71328671328671,2.3006993006993,3.55244755244755,0.573426573426573,0.468531468531469,0.93006993006993,1.25874125874126,2.73426573426573,6.02097902097902,3.05594405594406,2.56643356643357,1.6013986013986,0,0
Jamie Feick,F-C,201,80,255,21.4726368159204,4.53233830845771,2.56218905472637,4.58706467661692,0.691542288557214,0.582089552238806,0.447761194029851,0.756218905472637,2.18407960199005,4.11442786069652,1.74626865671642,1.55721393034826,0.980099502487562,0.149253731343284,0.0597014925373134
Raymond Felton,G,534,73,198,34.7996254681648,13.4063670411985,0.649812734082397,2.69101123595506,6.71910112359551,1.43632958801498,0.192883895131086,2.64606741573034,2.20973782771536,12.1329588014981,4.99625468164794,3.0187265917603,2.37827715355805,3.14232209737828,1.03558052434457
Rudy Fernandez Farres,G-F,249,78,185,23.9558232931727,9.05220883534137,0.514056224899598,1.92771084337349,2.22088353413655,1,0.160642570281125,1.14859437751004,1.48192771084337,7.44176706827309,2.9718875502008,1.72690763052209,1.44979919678715,4.60642570281125,1.65863453815261
Duane Ferrell,F-G,528,78,209,16.0492424242424,6.8030303030303,1.00378787878788,1.04924242424242,0.941287878787879,0.556818181818182,0.1875,0.9375,1.64015151515152,5.42424242424242,2.61363636363636,1.98106060606061,1.49621212121212,0.274621212121212,0.0795454545454545
Danny Ferry,F,917,82,230,19.7720828789531,7.02181025081788,0.705561613958561,2.0752453653217,1.29225736095965,0.418756815703381,0.318429661941112,0.884405670665213,2.14176663031625,6.12322791712105,2.73173391494002,0.976008724100327,0.820065430752454,1.88004362050164,0.738276990185387
Kyrylo Fesenko,C,135,84,235,8.2,2.25925925925926,0.718518518518519,1.27407407407407,0.296296296296296,0.140740740740741,0.392592592592593,0.488888888888889,1.65925925925926,1.86666666666667,0.925925925925926,0.992592592592593,0.407407407407407,0.0148148148148148,0
Landry Fields,G-F,148,79,210,29.9662162162162,9.30405405405405,1.10810810810811,4.29054054054054,2.18918918918919,1.07432432432432,0.22972972972973,1.41216216216216,1.43918918918919,7.53378378378378,3.61486486486486,1.91891891891892,1.28378378378378,2.2972972972973,0.790540540540541
Michael Finley,G-F,1103,79,215,34.4551223934724,15.689936536718,1.01541251133273,3.33998186763373,2.94197642792384,0.902991840435177,0.292837715321849,1.47688123300091,1.64279238440616,13.6854034451496,6.07071622846782,2.74886672710789,2.23028105167724,3.51767905711695,1.31822302810517
Derek Fisher,G,1173,73,200,26.1867007672634,8.62148337595908,0.341005967604433,1.78942881500426,3.10315430520034,1.076726342711,0.0784313725490196,1.18840579710145,2.1074168797954,7.50809889173061,3.00426257459506,2.02046035805627,1.64961636828645,2.5848252344416,0.963341858482523
Marcus Fizer,F,289,80,260,20.8719723183391,9.62629757785467,1.29757785467128,3.33910034602076,1.21799307958478,0.463667820069204,0.280276816608997,1.48096885813149,2.24221453287197,8.77508650519031,3.81660899653979,2.77854671280277,1.92041522491349,0.380622837370242,0.0726643598615917
Vern Fleming,G,413,77,180,20.956416464891,8.50363196125908,0.753026634382567,1.60290556900726,3.38014527845036,0.73365617433414,0.099273607748184,1.57384987893462,1.61985472154964,6.93704600484261,3.38256658595642,2.30266343825666,1.69007263922518,0.290556900726392,0.0484261501210654
Sleepy Floyd,G,317,75,170,18.7602523659306,7.85804416403785,0.372239747634069,1.26498422712934,2.88643533123028,0.659305993690852,0.182965299684543,1.41324921135647,1.42902208201893,7.47318611987382,2.95583596214511,2.01577287066246,1.52365930599369,1.51104100946372,0.422712933753943
Jonny Flynn,G,163,72,185,22.9325153374233,9.22699386503067,0.269938650306748,1.61349693251534,3.88957055214724,0.748466257668712,0.0429447852760736,2.34355828220859,1.09815950920245,8.4601226993865,3.38036809815951,2.15337423312883,1.74233128834356,2.14110429447853,0.723926380368098
Gary Forbes,F,111,79,220,13.5495495495496,5.81081081081081,0.495495495495495,1.46846846846847,0.927927927927928,0.423423423423423,0.0900900900900901,0.900900900900901,1.1981981981982,4.9009009009009,2.12612612612613,1.6036036036036,1.12612612612613,1.27027027027027,0.432432432432432
T.J. Ford,G,429,70,165,27.7109557109557,11.1818181818182,0.68997668997669,2.41025641025641,5.81585081585082,1.15617715617716,0.130536130536131,2.44055944055944,2.26573426573427,9.84382284382284,4.26340326340326,2.8951048951049,2.35897435897436,1.02331002331002,0.296037296037296
Danny Fortson,F,440,79,260,20.0727272727273,8.21590909090909,2.71590909090909,4.52045454545455,0.684090909090909,0.413636363636364,0.213636363636364,1.48863636363636,3.52954545454545,5.75909090909091,2.71818181818182,3.53636363636364,2.775,0.0272727272727273,0.00454545454545455
