0,0,0,0,0.25371,1.3922,0.27256,0
1,0.0047951,1,2,0.25364,1.3925,0.2719,0
2,0.0095901,1,2,0.25355,1.3928,0.27128,0
3,0.014385,1,2,0.25344,1.3931,0.27078,0
4,0.01918,1,2,0.25331,1.3934,0.27041,0
5,0.023975,1,2,0.25314,1.3937,0.27021,0
6,0.02877,1,2,0.25294,1.3939,0.27018,0
7,0.033565,1,2,0.25272,1.3942,0.27034,0
8,0.03836,1,2,0.25247,1.3944,0.2707,0
9,0.043155,1,2,0.25219,1.3945,0.27126,0
10,0.04795,1,2,0.25189,1.3946,0.27202,0
11,0.052745,1,2,0.25156,1.3946,0.27295,0
12,0.05754,1,2,0.25122,1.3945,0.27404,0
13,0.062334,1,2,0.25086,1.3943,0.27523,0
14,0.067129,1,2,0.25052,1.3941,0.27646,0
15,0.071924,1,2,0.25019,1.3938,0.27766,0
16,0.076719,1,2,0.2499,1.3934,0.27877,0
17,0.081514,1,2,0.24967,1.3929,0.27972,0
18,0.086309,1,2,0.2495,1.3923,0.28045,0
19,0.091103,1,2,0.24942,1.3917,0.28093,0
20,0.095898,1,2,0.24942,1.3911,0.28114,0
21,0.10069,1,2,0.24951,1.3905,0.28107,0
22,0.10549,1,2,0.24967,1.3899,0.28073,0
23,0.11028,1,2,0.24989,1.3893,0.28016,0
24,0.11508,1,2,0.25014,1.3888,0.2794,0
25,0.11987,1,2,0.25041,1.3884,0.2785,0
26,0.12467,1,2,0.25068,1.388,0.2775,0
27,0.12946,1,2,0.25092,1.3877,0.27647,0
28,0.13426,1,2,0.25114,1.3874,0.27544,0
29,0.13905,1,2,0.25134,1.3873,0.27446,0
30,0.14385,1,2,0.25153,1.3872,0.27354,0
31,0.14864,1,2,0.25172,1.3872,0.27268,0
32,0.15344,1,2,0.25195,1.3873,0.27186,0
33,0.15823,1,2,0.25221,1.3874,0.27108,0
34,0.16303,1,2,0.25253,1.3876,0.2703,0
35,0.16782,1,2,0.25289,1.3878,0.26953,0
36,0.17261,1,2,0.25328,1.3881,0.26876,0
37,0.17741,1,2,0.25367,1.3884,0.26801,0
38,0.1822,1,2,0.25404,1.3887,0.2673,0
39,0.187,1,2,0.25436,1.389,0.26664,0
40,0.19179,1,2,0.25461,1.3894,0.26605,0
41,0.19659,1,2,0.25478,1.3897,0.26554,0
42,0.20138,1,2,0.25486,1.39,0.26512,0
43,0.20618,1,2,0.25486,1.3904,0.26478,0
44,0.21097,1,2,0.25479,1.3907,0.26454,0
45,0.21577,1,2,0.25469,1.3911,0.26439,0
46,0.22056,1,2,0.25456,1.3914,0.26436,0
47,0.22536,1,2,0.25443,1.3918,0.26446,0
48,0.23015,1,2,0.25433,1.3921,0.2647,0
49,0.23495,1,2,0.25427,1.3924,0.26508,0
50,0.23974,1,2,0.25425,1.3927,0.2656,0
51,0.24454,1,2,0.25427,1.393,0.26624,0
52,0.24933,1,2,0.25433,1.3932,0.26699,0
53,0.25413,1,2,0.25441,1.3933,0.26782,0
54,0.25892,1,2,0.2545,1.3934,0.26868,0
55,0.26372,1,2,0.25458,1.3934,0.26954,0
56,0.26851,1,2,0.25463,1.3933,0.27038,0
57,0.27331,1,2,0.25464,1.3931,0.27114,0
58,0.2781,1,2,0.25459,1.3928,0.27181,0
59,0.28289,1,2,0.2545,1.3925,0.27238,0
60,0.28769,1,2,0.25435,1.3922,0.27283,0
61,0.29248,1,2,0.25417,1.3918,0.27317,0
62,0.29728,1,2,0.25397,1.3914,0.27342,0
63,0.30207,1,2,0.25376,1.391,0.27357,0
64,0.30687,1,2,0.25357,1.3907,0.27366,0
65,0.31166,1,2,0.2534,1.3903,0.27369,0
66,0.31646,1,2,0.25329,1.39,0.27367,0
